link,name,ou
https://byui.brightspace.com/d2l/p/home/21662,Academic Success Module 1,21662
https://byui.brightspace.com/d2l/p/home/21663,Academic Success Module 2,21663
https://byui.brightspace.com/d2l/p/home/21664,Academic Success Module 3,21664
https://byui.brightspace.com/d2l/p/home/264152,B 320: 15 (Online); Spring 2017,264152
https://byui.brightspace.com/d2l/p/home/270950,"B 320: 16,17 (Campus); Spring 2017",270950
https://byui.brightspace.com/d2l/p/home/271090,B 320: 18 (Campus); Spring 2017,271090
https://byui.brightspace.com/d2l/p/home/268377,"B 320: 19,20 (Campus); Spring 2017",268377
https://byui.brightspace.com/d2l/p/home/266152,B 320: 21 (Campus); Spring 2017,266152
https://byui.brightspace.com/d2l/p/home/271133,B 320: 22 (Campus); Spring 2017,271133
https://byui.brightspace.com/d2l/p/home/259668,B 321: 01 (Online); Spring 2017,259668
https://byui.brightspace.com/d2l/p/home/259669,B 321: 02 (Online); Spring 2017,259669
https://byui.brightspace.com/d2l/p/home/259670,B 321: 03 (Online); Spring 2017,259670
https://byui.brightspace.com/d2l/p/home/259671,B 321: 04 (Online); Spring 2017,259671
https://byui.brightspace.com/d2l/p/home/259672,B 321: 05 (Online); Spring 2017,259672
https://byui.brightspace.com/d2l/p/home/275439,B 321: 06 (Campus); Spring 2017,275439
https://byui.brightspace.com/d2l/p/home/247930,B 341: 01 (Online); Spring 2017,247930
https://byui.brightspace.com/d2l/p/home/247931,B 341: 02 (Online); Spring 2017,247931
https://byui.brightspace.com/d2l/p/home/247932,B 341: 03 (Online); Spring 2017,247932
https://byui.brightspace.com/d2l/p/home/247937,B 341: 04 (Online); Spring 2017,247937
https://byui.brightspace.com/d2l/p/home/247942,B 341: 05 (Online); Spring 2017,247942
https://byui.brightspace.com/d2l/p/home/247943,B 341: 06 (Online); Spring 2017,247943
https://byui.brightspace.com/d2l/p/home/247944,B 341: 07 (Online); Spring 2017,247944
https://byui.brightspace.com/d2l/p/home/273377,B 341: 09 (Campus); Spring 2017,273377
https://byui.brightspace.com/d2l/p/home/273908,B 351: 01 (Campus); Spring 2017,273908
https://byui.brightspace.com/d2l/p/home/254709,B 361: 01 (Online); Spring 2017,254709
https://byui.brightspace.com/d2l/p/home/254714,B 361: 02 (Online); Spring 2017,254714
https://byui.brightspace.com/d2l/p/home/254715,B 361: 03 (Online); Spring 2017,254715
https://byui.brightspace.com/d2l/p/home/254716,B 361: 04 (Online); Spring 2017,254716
https://byui.brightspace.com/d2l/p/home/254717,B 361: 05 (Online); Spring 2017,254717
https://byui.brightspace.com/d2l/p/home/254718,B 361: 06 (Online); Spring 2017,254718
https://byui.brightspace.com/d2l/p/home/272176,"B 361: 08,09 (Campus); Spring 2017",272176
https://byui.brightspace.com/d2l/p/home/247945,B 370: 01 (Online); Spring 2017,247945
https://byui.brightspace.com/d2l/p/home/247946,B 370: 02 (Online); Spring 2017,247946
https://byui.brightspace.com/d2l/p/home/247947,B 370: 03 (Online); Spring 2017,247947
https://byui.brightspace.com/d2l/p/home/275956,B 370: 04 (Campus); Spring 2017,275956
https://byui.brightspace.com/d2l/p/home/247948,B 370: 06 (Online); Spring 2017,247948
https://byui.brightspace.com/d2l/p/home/247964,B 370: 07 (Online); Spring 2017,247964
https://byui.brightspace.com/d2l/p/home/261807,B 374: 01 (Online); Spring 2017,261807
https://byui.brightspace.com/d2l/p/home/247972,B 380: 01 (Online); Spring 2017,247972
https://byui.brightspace.com/d2l/p/home/247973,B 380: 02 (Online); Spring 2017,247973
https://byui.brightspace.com/d2l/p/home/247974,B 380: 03 (Online); Spring 2017,247974
https://byui.brightspace.com/d2l/p/home/247975,B 380: 04 (Online); Spring 2017,247975
https://byui.brightspace.com/d2l/p/home/247976,B 380: 05 (Online); Spring 2017,247976
https://byui.brightspace.com/d2l/p/home/247977,B 383: 01 (Online); Spring 2017,247977
https://byui.brightspace.com/d2l/p/home/247979,B 383: 02 (Online); Spring 2017,247979
https://byui.brightspace.com/d2l/p/home/247986,B 383: 03 (Online); Spring 2017,247986
https://byui.brightspace.com/d2l/p/home/271906,B 383: 05 (Campus); Spring 2017,271906
https://byui.brightspace.com/d2l/p/home/236090,B 398R: 01 (Campus); Spring 2017,236090
https://byui.brightspace.com/d2l/p/home/236087,B 399R: 01 (Campus); Spring 2017,236087
https://byui.brightspace.com/d2l/p/home/254720,B 401: 01 (Online); Spring 2017,254720
https://byui.brightspace.com/d2l/p/home/273426,B 401: 02 (Campus); Spring 2017,273426
https://byui.brightspace.com/d2l/p/home/273429,B 401: 03 (Campus); Spring 2017,273429
https://byui.brightspace.com/d2l/p/home/266294,B 401: 04 (Campus); Spring 2017,266294
https://byui.brightspace.com/d2l/p/home/247987,B 410: 01 (Online); Spring 2017,247987
https://byui.brightspace.com/d2l/p/home/275020,B 410: 02 (Campus); Spring 2017,275020
https://byui.brightspace.com/d2l/p/home/272267,B 410: 03 (Online); Spring 2017,272267
https://byui.brightspace.com/d2l/p/home/254731,B 424: 01 (Online); Spring 2017,254731
https://byui.brightspace.com/d2l/p/home/254733,B 424D: 01 (Online); Spring 2017,254733
https://byui.brightspace.com/d2l/p/home/254734,B 428: 01 (Online); Spring 2017,254734
https://byui.brightspace.com/d2l/p/home/254743,B 428: 03 (Online); Spring 2017,254743
https://byui.brightspace.com/d2l/p/home/247988,B 433: 01 (Online); Spring 2017,247988
https://byui.brightspace.com/d2l/p/home/247989,B 433: 02 (Online); Spring 2017,247989
https://byui.brightspace.com/d2l/p/home/275028,B 433: 04 (Campus); Spring 2017,275028
https://byui.brightspace.com/d2l/p/home/270759,B 446: 01 (Campus); Spring 2017,270759
https://byui.brightspace.com/d2l/p/home/254786,B 448: 01 (Online); Spring 2017,254786
https://byui.brightspace.com/d2l/p/home/271316,B 451: 01 (Campus); Spring 2017,271316
https://byui.brightspace.com/d2l/p/home/271319,B 452: 01 (Campus); Spring 2017,271319
https://byui.brightspace.com/d2l/p/home/275213,B 453: 01 (Campus); Spring 2017,275213
https://byui.brightspace.com/d2l/p/home/274669,B 461: 01 (Campus); Spring 2017,274669
https://byui.brightspace.com/d2l/p/home/236524,B 466: 01 (Campus); Spring 2017,236524
https://byui.brightspace.com/d2l/p/home/269740,B 468: 01 (Campus); Spring 2017,269740
https://byui.brightspace.com/d2l/p/home/247991,B 475: 01 (Online); Spring 2017,247991
https://byui.brightspace.com/d2l/p/home/274155,B 475: 02 (Campus); Spring 2017,274155
https://byui.brightspace.com/d2l/p/home/274698,B 478: 01 (Campus); Spring 2017,274698
https://byui.brightspace.com/d2l/p/home/248000,B 483: 01 (Online); Spring 2017,248000
https://byui.brightspace.com/d2l/p/home/248011,B 483: 02 (Online); Spring 2017,248011
https://byui.brightspace.com/d2l/p/home/248019,B 483: 03 (Online); Spring 2017,248019
https://byui.brightspace.com/d2l/p/home/271896,B 483: 04 (Campus); Spring 2017,271896
https://byui.brightspace.com/d2l/p/home/273102,"BIO 180: 01,02,03,04 (Campus); Spring 2017",273102
https://byui.brightspace.com/d2l/p/home/272960,"BIO 180: 05,06,07,08 (Campus); Spring 2017",272960
https://byui.brightspace.com/d2l/p/home/273583,"BIO 180: 09,10,11,12 (Campus); Spring 2017",273583
https://byui.brightspace.com/d2l/p/home/273108,"BIO 180: 13,14,15,16 (Campus); Spring 2017",273108
https://byui.brightspace.com/d2l/p/home/268039,"BIO 181: 01,02,03,04 (Campus); Spring 2017",268039
https://byui.brightspace.com/d2l/p/home/273862,"BIO 181: 05,06,07 (Campus); Spring 2017",273862
https://byui.brightspace.com/d2l/p/home/259616,"BIO 181: 09,10,11 (Campus); Spring 2017",259616
https://byui.brightspace.com/d2l/p/home/268031,BIO 199: 01 (Campus); Spring 2017,268031
https://byui.brightspace.com/d2l/p/home/276687,BIO 199: 02 (Campus); Spring 2017,276687
https://byui.brightspace.com/d2l/p/home/264029,"BIO 208: 01,02 (Campus); Spring 2017",264029
https://byui.brightspace.com/d2l/p/home/269271,BIO 210: 01 (Campus); Spring 2017,269271
https://byui.brightspace.com/d2l/p/home/259140,BIO 221: 01 (Campus); Spring 2017,259140
https://byui.brightspace.com/d2l/p/home/273686,BIO 221: 02 (Campus); Spring 2017,273686
https://byui.brightspace.com/d2l/p/home/272849,BIO 221: 03 (Campus); Spring 2017,272849
https://byui.brightspace.com/d2l/p/home/243977,BIO 221: 04 (Online); Spring 2017,243977
https://byui.brightspace.com/d2l/p/home/243978,BIO 221: 05 (Online); Spring 2017,243978
https://byui.brightspace.com/d2l/p/home/274994,BIO 222: 01 (Campus); Spring 2017,274994
https://byui.brightspace.com/d2l/p/home/274997,BIO 222: 02 (Campus); Spring 2017,274997
https://byui.brightspace.com/d2l/p/home/275000,BIO 222: 03 (Campus); Spring 2017,275000
https://byui.brightspace.com/d2l/p/home/275385,BIO 222: 04 (Campus); Spring 2017,275385
https://byui.brightspace.com/d2l/p/home/275388,BIO 222: 05 (Campus); Spring 2017,275388
https://byui.brightspace.com/d2l/p/home/237957,"BIO 222: 06,07,08 (Campus); Spring 2017",237957
https://byui.brightspace.com/d2l/p/home/267298,BIO 225: 01 (Campus); Spring 2017,267298
https://byui.brightspace.com/d2l/p/home/266678,"BIO 230: 01,02,03 (Campus); Spring 2017",266678
https://byui.brightspace.com/d2l/p/home/243979,BIO 230: 04 (Online); Spring 2017,243979
https://byui.brightspace.com/d2l/p/home/243980,BIO 230: 05 (Online); Spring 2017,243980
https://byui.brightspace.com/d2l/p/home/271671,"BIO 240: 01,02 (Campus); Spring 2017",271671
https://byui.brightspace.com/d2l/p/home/264971,BIO 264: 01 (Campus); Spring 2017,264971
https://byui.brightspace.com/d2l/p/home/266711,BIO 264: 02 (Campus); Spring 2017,266711
https://byui.brightspace.com/d2l/p/home/270725,BIO 264: 03 (Campus); Spring 2017,270725
https://byui.brightspace.com/d2l/p/home/264980,BIO 264: 04 (Campus); Spring 2017,264980
https://byui.brightspace.com/d2l/p/home/243302,"BIO 264: 05,07 (Campus); Spring 2017",243302
https://byui.brightspace.com/d2l/p/home/265824,BIO 264: 06 (Campus); Spring 2017,265824
https://byui.brightspace.com/d2l/p/home/252302,BIO 264: 08 (Online); Spring 2017,252302
https://byui.brightspace.com/d2l/p/home/252569,BIO 264: 09 (Online); Spring 2017,252569
https://byui.brightspace.com/d2l/p/home/252301,BIO 264: 10 (Online); Spring 2017,252301
https://byui.brightspace.com/d2l/p/home/263157,"BIO 264L: 01,02,03,06,07 (Campus); Spring 2017",263157
https://byui.brightspace.com/d2l/p/home/263164,"BIO 264L: 04,05,11,12,17 (Campus); Spring 2017",263164
https://byui.brightspace.com/d2l/p/home/263171,"BIO 264L: 08,13,14,15,16 (Campus); Spring 2017",263171
https://byui.brightspace.com/d2l/p/home/263178,"BIO 264L: 09,18,19 (Campus); Spring 2017",263178
https://byui.brightspace.com/d2l/p/home/263186,BIO 264L: 10 (Campus); Spring 2017,263186
https://byui.brightspace.com/d2l/p/home/254535,BIO 264L: 24 (Online); Spring 2017,254535
https://byui.brightspace.com/d2l/p/home/254536,BIO 264L: 25 (Online); Spring 2017,254536
https://byui.brightspace.com/d2l/p/home/254537,BIO 264L: 26 (Online); Spring 2017,254537
https://byui.brightspace.com/d2l/p/home/274190,BIO 264L: 28 (Campus); Spring 2017,274190
https://byui.brightspace.com/d2l/p/home/261571,BIO 265: 01 (Campus); Spring 2017,261571
https://byui.brightspace.com/d2l/p/home/265927,BIO 265: 02 (Campus); Spring 2017,265927
https://byui.brightspace.com/d2l/p/home/243299,BIO 265: 03 (Campus); Spring 2017,243299
https://byui.brightspace.com/d2l/p/home/252303,BIO 265: 04 (Online); Spring 2017,252303
https://byui.brightspace.com/d2l/p/home/252570,BIO 265: 05 (Online); Spring 2017,252570
https://byui.brightspace.com/d2l/p/home/263205,"BIO 265L: 01,02,03,04,05 (Campus); Spring 2017",263205
https://byui.brightspace.com/d2l/p/home/263240,"BIO 265L: 06,08,11,12 (Campus); Spring 2017",263240
https://byui.brightspace.com/d2l/p/home/263274,"BIO 265L: 07,09,10 (Campus); Spring 2017",263274
https://byui.brightspace.com/d2l/p/home/254538,BIO 265L: 15 (Online); Spring 2017,254538
https://byui.brightspace.com/d2l/p/home/254539,BIO 265L: 16 (Online); Spring 2017,254539
https://byui.brightspace.com/d2l/p/home/274119,BIO 295: 01 (Campus); Spring 2017,274119
https://byui.brightspace.com/d2l/p/home/264033,BIO 302: 01 (Campus); Spring 2017,264033
https://byui.brightspace.com/d2l/p/home/265769,BIO 303: 01 (Campus); Spring 2017,265769
https://byui.brightspace.com/d2l/p/home/274854,BIO 311: 01 (Campus); Spring 2017,274854
https://byui.brightspace.com/d2l/p/home/237283,BIO 314: 01 (Campus); Spring 2017,237283
https://byui.brightspace.com/d2l/p/home/271006,"BIO 321: 01,02,03 (Campus); Spring 2017",271006
https://byui.brightspace.com/d2l/p/home/274868,BIO 331: 01 (Campus); Spring 2017,274868
https://byui.brightspace.com/d2l/p/home/273437,BIO 360: 01 (Campus); Spring 2017,273437
https://byui.brightspace.com/d2l/p/home/272843,BIO 375: 01 (Campus); Spring 2017,272843
https://byui.brightspace.com/d2l/p/home/268036,BIO 375: 02 (Campus); Spring 2017,268036
https://byui.brightspace.com/d2l/p/home/238496,BIO 375: 03 (Online); Spring 2017,238496
https://byui.brightspace.com/d2l/p/home/238497,BIO 375: 04 (Online); Spring 2017,238497
https://byui.brightspace.com/d2l/p/home/270439,BIO 376: 01 (Campus); Spring 2017,270439
https://byui.brightspace.com/d2l/p/home/271668,BIO 377: 01 (Campus); Spring 2017,271668
https://byui.brightspace.com/d2l/p/home/259143,BIO 377: 02 (Campus); Spring 2017,259143
https://byui.brightspace.com/d2l/p/home/267357,BIO 377: 03 (Campus); Spring 2017,267357
https://byui.brightspace.com/d2l/p/home/259326,BIO 378: 01 (Campus); Spring 2017,259326
https://byui.brightspace.com/d2l/p/home/273490,BIO 379: 01 (Campus); Spring 2017,273490
https://byui.brightspace.com/d2l/p/home/263040,BIO 381: 01 (Campus); Spring 2017,263040
https://byui.brightspace.com/d2l/p/home/264098,BIO 381: 02 (Online); Spring 2017,264098
https://byui.brightspace.com/d2l/p/home/264099,BIO 381: 03 (Online); Spring 2017,264099
https://byui.brightspace.com/d2l/p/home/265821,BIO 383: 01 (Campus); Spring 2017,265821
https://byui.brightspace.com/d2l/p/home/273487,BIO 393: 01 (Campus); Spring 2017,273487
https://byui.brightspace.com/d2l/p/home/271681,BIO 398: 02 (Campus); Spring 2017,271681
https://byui.brightspace.com/d2l/p/home/237286,BIO 401R: 01 (Campus); Spring 2017,237286
https://byui.brightspace.com/d2l/p/home/259613,BIO 405: 01 (Campus); Spring 2017,259613
https://byui.brightspace.com/d2l/p/home/272846,BIO 410: 01 (Campus); Spring 2017,272846
https://byui.brightspace.com/d2l/p/home/259146,BIO 412: 01 (Campus); Spring 2017,259146
https://byui.brightspace.com/d2l/p/home/237280,BIO 420: 01 (Campus); Spring 2017,237280
https://byui.brightspace.com/d2l/p/home/274848,BIO 423: 01 (Campus); Spring 2017,274848
https://byui.brightspace.com/d2l/p/home/273440,BIO 445: 01 (Campus); Spring 2017,273440
https://byui.brightspace.com/d2l/p/home/274851,BIO 447: 01 (Campus); Spring 2017,274851
https://byui.brightspace.com/d2l/p/home/270041,"BIO 460: 01,02,03 (Campus); Spring 2017",270041
https://byui.brightspace.com/d2l/p/home/264967,"BIO 461: 01,02 (Campus); Spring 2017",264967
https://byui.brightspace.com/d2l/p/home/273614,BIO 475: 01 (Campus); Spring 2017,273614
https://byui.brightspace.com/d2l/p/home/272106,BIO 475: 02 (Campus); Spring 2017,272106
https://byui.brightspace.com/d2l/p/home/254540,BIO 475: 03 (Online); Spring 2017,254540
https://byui.brightspace.com/d2l/p/home/254541,BIO 475: 04 (Online); Spring 2017,254541
https://byui.brightspace.com/d2l/p/home/270450,BIO 485: 01 (Campus); Spring 2017,270450
https://byui.brightspace.com/d2l/p/home/273874,BIO 490: 02 (Campus); Spring 2017,273874
https://byui.brightspace.com/d2l/p/home/237289,BIO 490: 03 (Campus); Spring 2017,237289
https://byui.brightspace.com/d2l/p/home/273434,BIO 497: 01 (Campus); Spring 2017,273434
https://byui.brightspace.com/d2l/p/home/271684,BIO 498R: 02 (Campus); Spring 2017,271684
https://byui.brightspace.com/d2l/p/home/237292,BIO 499R: 02 (Campus); Spring 2017,237292
https://byui.brightspace.com/d2l/p/home/245427,"CHEM 101: 01,02 (Campus); Spring 2017",245427
https://byui.brightspace.com/d2l/p/home/269761,"CHEM 101: 03,04 (Campus); Spring 2017",269761
https://byui.brightspace.com/d2l/p/home/264153,CHEM 101: 06 (Online); Spring 2017,264153
https://byui.brightspace.com/d2l/p/home/264154,CHEM 101: 07 (Online); Spring 2017,264154
https://byui.brightspace.com/d2l/p/home/264155,CHEM 101: 08 (Online); Spring 2017,264155
https://byui.brightspace.com/d2l/p/home/255467,CHEM 101L: 01 (Online); Spring 2017,255467
https://byui.brightspace.com/d2l/p/home/255485,CHEM 101L: 02 (Online); Spring 2017,255485
https://byui.brightspace.com/d2l/p/home/255493,CHEM 101L: 03 (Online); Spring 2017,255493
https://byui.brightspace.com/d2l/p/home/255511,CHEM 101L: 04 (Online); Spring 2017,255511
https://byui.brightspace.com/d2l/p/home/255524,CHEM 101L: 06 (Online); Spring 2017,255524
https://byui.brightspace.com/d2l/p/home/269211,"CHEM 105: 01,02 (Campus); Spring 2017",269211
https://byui.brightspace.com/d2l/p/home/265504,"CHEM 105: 03,04 (Campus); Spring 2017",265504
https://byui.brightspace.com/d2l/p/home/245400,"CHEM 105: 05,06 (Campus); Spring 2017",245400
https://byui.brightspace.com/d2l/p/home/273788,CHEM 105: 07 (Campus); Spring 2017,273788
https://byui.brightspace.com/d2l/p/home/265263,CHEM 105: 09 (Campus); Spring 2017,265263
https://byui.brightspace.com/d2l/p/home/236718,"CHEM 105: 10,11 (Campus); Spring 2017",236718
https://byui.brightspace.com/d2l/p/home/236072,CHEM 105: 12 (Campus); Spring 2017,236072
https://byui.brightspace.com/d2l/p/home/272967,CHEM 105: 13 (Campus); Spring 2017,272967
https://byui.brightspace.com/d2l/p/home/270655,CHEM 105: 13 (Campus); Spring 2017,270655
https://byui.brightspace.com/d2l/p/home/263001,"CHEM 106: 01,02,03 (Campus); Spring 2017",263001
https://byui.brightspace.com/d2l/p/home/268682,"CHEM 106: 04,06 (Campus); Spring 2017",268682
https://byui.brightspace.com/d2l/p/home/268857,CHEM 106: 05 (Campus); Spring 2017,268857
https://byui.brightspace.com/d2l/p/home/268863,"CHEM 220: 01,02 (Campus); Spring 2017",268863
https://byui.brightspace.com/d2l/p/home/235566,"CHEM 351: 01,02 (Campus); Spring 2017",235566
https://byui.brightspace.com/d2l/p/home/238150,CHEM 351: 03 (Campus); Spring 2017,238150
https://byui.brightspace.com/d2l/p/home/263006,CHEM 351: 04 (Campus); Spring 2017,263006
https://byui.brightspace.com/d2l/p/home/272061,"CHEM 352: 01,02 (Campus); Spring 2017",272061
https://byui.brightspace.com/d2l/p/home/274776,CHEM 391: 01 (Campus); Spring 2017,274776
https://byui.brightspace.com/d2l/p/home/271950,"CHEM 481: 01,02 (Campus); Spring 2017",271950
https://byui.brightspace.com/d2l/p/home/263313,CHEM 490: 01 (Campus); Spring 2017,263313
https://byui.brightspace.com/d2l/p/home/245424,CHEM 490: 02 (Campus); Spring 2017,245424
https://byui.brightspace.com/d2l/p/home/274763,CHEM 498: 02 (Campus); Spring 2017,274763
https://byui.brightspace.com/d2l/p/home/275867,CHILD 120: 01 (Campus); Spring 2017,275867
https://byui.brightspace.com/d2l/p/home/274465,CHILD 150: 01 (Campus); Spring 2017,274465
https://byui.brightspace.com/d2l/p/home/274468,CHILD 150: 02 (Campus); Spring 2017,274468
https://byui.brightspace.com/d2l/p/home/265842,CHILD 210: 02 (Campus); Spring 2017,265842
https://byui.brightspace.com/d2l/p/home/268046,CHILD 210: 03 (Campus); Spring 2017,268046
https://byui.brightspace.com/d2l/p/home/273311,CHILD 210: 05 (Campus); Spring 2017,273311
